_sort,id,published,name,pre_headline,title,lead_text,embedded_html_base_name,language_code,urlname,slug,link,_request,_article_bib_key,how_to_cite,pure_html_asset,pure_pdf_asset,doi,created_at,page_layout,tag_page_type,tag_media,tag_content_type,tag_language,tag_institution,tag_canton,tag_project,tag_public,tag_references,tag_footnotes,ref_bib_keys,references_asset_url,_further_refs,further_references_asset_url,_depends_on,_to_do_on_the_portal,assigned_authors,intro_image_asset,intro_image_portal,audio_assets,audios_portal,video_assets,videos_portal,pdf_assets,pdfs_portal,picture_assets,pictures_portal,text_and_picture_assets,text_and_pictures_portal,box_assets,_attachment_links_assets,attachment_links_portal,has_html_header_tags,links_in_text_or_embed_blocks,themetags_discipline,themetags_focus,themetags_structural,status,changes_made,error_message,error_trace,,
2570,10269,,PODCAST: HINTERFRAGT Empathie,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtSusanne <a class=""internal"" href=""/profil/schmetkamp"">Schmetkamp</a>zum Thema:</p>",Empathie,"<p>Wed, 13 Jan 2021<p>Wie funktioniert eigentlich Empathie? Und machen uns Romane zu besseren Menschen? Ein Gespräch mit Susanne <a class=""internal"" href=""/profil/schmetkamp"">Schmetkamp</a>, Autorin des Buchs ""Theorien der Empathie zur Einführung"" (Junius 2019).",,en-UK,2021-01-13-hinterfragt,/2021-01-13-hinterfragt,https://www.philosophie.ch/2021-01-13-hinterfragt,GET,,,,,,44209,standard,media article,audio,republication,German,,,,,,,,,,,,,,2021-01-13-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/7273174-susanne-schmetkamp-empathie.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2021-01-13-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2021-01-13-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2571,10270,,PODCAST: HINTERFRAGT Tierphilosophie,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtMarkus <a class=""internal"" href=""/profil/wild-m"">Wild</a>zum Thema:</p>",Tierphilosophie,"<p>Sat, 26 Sep 2020<p>Können Tiere denken? Und wenn ja, wie können wir uns ihre Gedanken vorstellen? Ein Gespräch mit Markus <a class=""internal"" href=""/profil/wild-m"">Wild</a>, Professor für Theoretische Philosophie an der Universität Basel.",,en-UK,2020-09-26-hinterfragt,/2020-09-26-hinterfragt,https://www.philosophie.ch/2020-09-26-hinterfragt,GET,,,,,,44100,standard,media article,audio,republication,German,,,,,,,,,,,,,,2020-09-26-hinterfragt.png,,https://www.buzzsprout.com/727704/episodes/5611819-markus-wild-tierphilosophie.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2020-09-26-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2020-09-26-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2572,10271,,PODCAST: HINTERFRAGT Klimagerechtigkeit,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtDominic <a class=""internal"" href=""/profil/roser-d"">Roser</a>zum Thema:</p>",Klimagerechtigkeit,"<p>Fri, 13 Dec 2019<p>Wer ist angesichts der drohenden Klimakatastrophe wozu verpflichtet? Und was hat das alles mit der gerechten Verteilung einer Pizza zu tun? Ein Gespräch mit Dominic <a class=""internal"" href=""/profil/roser-d"">Roser</a>, Co-Autor des Buchs ""Climate Justice: An Introduction"" (Routledge 2016).",,en-UK,2019-12-13-hinterfragt,/2019-12-13-hinterfragt,https://www.philosophie.ch/2019-12-13-hinterfragt,GET,,,,,,43812,standard,media article,audio,republication,German,,,,,,,,,,,,,,2019-12-13-hinterfragt.png,,https://www.buzzsprout.com/727704/episodes/2276555-dominic-roser-klimagerechtigkeit.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2019-12-13-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2019-12-13-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2573,10272,,PODCAST: HINTERFRAGT Vertrauen in der Demokratie,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtChristian <a class=""internal"" href=""/profil/budnik"">Budnik</a>zum Thema:</p>",Vertrauen in der Demokratie,"<p>Wed, 17 Apr 2019<p>Immer wieder wird beklagt, dass Menschen ihr Vertrauen in die Politik verlieren würden. Doch was genau würde es überhaupt bedeuten, Politikerinnen und Politikern zu vertrauen? Und ist es tatsächlich bedauerlich, wenn wir das nicht mehr tun?https://www.buzzsprout.com/727704/episodes/2128710-christian-budnik-vertrauen-in-der-demokratie.mp3",,en-UK,2019-04-17-hinterfragt,/2019-04-17-hinterfragt,https://www.philosophie.ch/2019-04-17-hinterfragt,GET,,,,,,43572,standard,media article,audio,republication,German,,,,,,,,,,,,,,2019-04-17-hinterfragt.jpeg,,https://www.buzzsprout.com/727704/episodes/2128710-christian-budnik-vertrauen-in-der-demokratie.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2019-04-17-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2019-04-17-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2574,10273,,PODCAST: HINTERFRAGT Familie überwinden?,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtSabine <a class=""internal"" href=""/profil/hohl-s"">Hohl</a>zum Thema:</p>",Familie überwinden?,"<p>Mon, 10 Dec 2018<p>Die Familie erfreut sich in der Politik grosser Beliebtheit. Umso überraschender ist die Position von Sabine <a class=""internal"" href=""/profil/hohl-s"">Hohl</a>: Sie vertritt die Ansicht, dass die Familie als rechtliche Institution ausgedient hat.",,en-UK,2018-12-10-hinterfragt,/2018-12-10-hinterfragt,https://www.philosophie.ch/2018-12-10-hinterfragt,GET,,,,,,43444,standard,media article,audio,republication,German,,,,,,,,,,,,,,2018-12-10-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/2128713-sabine-hohl-familie-uberwinden.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2018-12-10-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2018-12-10-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2575,10274,,PODCAST: HINTERFRAGT Einwilligung,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtAndreas <a class=""internal"" href=""/profil/mueller-and"">Müller</a>zum Thema:</p>",Einwilligung,"<p>Wed, 05 Sep 2018<p>Ein kurzes Ja oder auch nur ein Nicken kann moralisch einen großen Unterschied machen –&nbsp; bei medizinischen Eingriffen, bei sexuellen Handlungen oder bei der Aufzeichnung eines Podcasts. Ein Gespräch mit Andreas <a class=""internal"" href=""/profil/mueller-and"">Müller</a>, Assistenzprofessor an der Universität Bern.",,en-UK,2018-09-05-hinterfragt,/2018-09-05-hinterfragt,https://www.philosophie.ch/2018-09-05-hinterfragt,GET,,,,,,43348,standard,media article,audio,republication,German,,,,,,,,,,,,,,2018-09-05-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/2129373-andreas-muller-einwilligung.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2018-09-05-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2018-09-05-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2576,10275,,PODCAST: HINTERFRAGT Selbsttäuschung und Irrationalität,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtAnne <a class=""internal"" href=""/profil/meylan"">Meylan</a>zum Thema:</p>",Selbsttäuschung und Irrationalität,"<p>Mon, 28 May 2018<p>Selbsttäuschung ist ein verbreitetes Phänomen. Weshalb tun wir das eigentlich, uns selbst täuschen? Was können wir vom Nachdenken über Selbsttäuschung über Rationalität lernen? Können wir Menschen moralische Vorwürfe machen, wenn sie sich selbst täuschen? Ein Gespräch mit Anne <a class=""internal"" href=""/profil/meylan"">Meylan</a>, Professorin an der Universität Basel.",,en-UK,2018-05-28-hinterfragt,/2018-05-28-hinterfragt,https://www.philosophie.ch/2018-05-28-hinterfragt,GET,,,,,,43248,standard,media article,audio,republication,German,,,,,,,,,,,,,,2018-05-28-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/2129376-anne-meylan-selbsttauschung-und-irrationalitat.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2018-05-28-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2018-05-28-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2577,10276,,PODCAST: HINTERFRAGT Beziehungspflichten,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtJörg <a class=""internal"" href=""/profil/loeschke-j"">Löschke</a>zum Thema:</p>",Beziehungspflichten,"<p>Wed, 13 Dec 2017<p>Haben wir besondere Pflichten gegenüber unseren Freundinnen und Freunden? Und wenn ja, weshalb eigentlich? Ein Gespräch mit Jörg <a class=""internal"" href=""/profil/loeschke-j"">Löschke</a>, wissenschaftlicher Mitarbeiter an der Universität Bern.",,en-UK,2017-12-13-hinterfragt,/2017-12-13-hinterfragt,https://www.philosophie.ch/2017-12-13-hinterfragt,GET,,,,,,43082,standard,media article,audio,republication,German,,,,,,,,,,,,,,2017-12-13-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/2129379-jorg-loschke-beziehungspflichten.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2017-12-13-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2017-12-13-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2578,10277,,PODCAST: HINTERFRAGT Wirtschaftsdemokratie,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtGabriel <a class=""internal"" href=""/profil/wollner-g"">Wollner</a>zum Thema:</p>",Wirtschaftsdemokratie,"<p>Thu, 31 Aug 2017<p>In der Politik gilt demokratische Mitbestimmung als Voraussetzung legitimer Entscheidungen. In Unternehmen hingehen haben üblicherweise die Eigentümer das Sagen. Besteht in der wirtschaftlichen Sphäre also ein Demokratiedefizit? Ein Gespräch mit Gabriel <a class=""internal"" href=""/profil/wollner-g"">Wollner</a>, Juniorprofessor für Politische Philosophie und Umweltethik an der Humboldt Universität Berlin.",,en-UK,2017-08-31-hinterfragt,/2017-08-31-hinterfragt,https://www.philosophie.ch/2017-08-31-hinterfragt,GET,,,,,,42978,standard,media article,audio,republication,German,,,,,,,,,,,,,,2017-08-31-hinterfragt.png,,https://www.buzzsprout.com/727704/episodes/2129382-gabriel-wollner-wirtschaftsdemokratie.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2017-08-31-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2017-08-31-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2579,10278,,PODCAST: HINTERFRAGT Tierethik und Tierpolitik,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtFriederike <a class=""internal"" href=""/profil/schmitz-fr"">Schmitz</a>zum Thema:</p>",Tierethik und Tierpolitik,"<p>Fri, 16 Dec 2016<p>Sollten wir je individuell darauf verzichten, tierische Produkte zu konsumieren? Und wie liesse sich das Verhältnis zwischen Menschen und anderen Tieren politisch gerecht gestalten? Ein Gespräch mit Friederike <a class=""internal"" href=""/profil/schmitz-fr"">Schmitz</a>, Postdoc am Arbeitsbereich Politische Theorie und Philosophie der Freien Universität Berlin.",,en-UK,2016-12-16-hinterfragt,/2016-12-16-hinterfragt,https://www.philosophie.ch/2016-12-16-hinterfragt,GET,,,,,,42720,standard,media article,audio,republication,German,,,,,,,,,,,,,,2016-12-16-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/2129385-friederike-schmitz-tierethik-und-tierpolitik.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2016-12-16-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2016-12-16-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2580,10279,,PODCAST: HINTERFRAGT Migration,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtJan <a class=""internal"" href=""/profil/brezger-j"">Brezger</a>zum Thema:</p>",Migration,"<p>Mon, 11 Jul 2016<p>244 Millionen Menschen lebten 2015 nicht in dem Land, in dem sie geboren wurden. Dürften Menschen ihren Aufenthaltsort weltweit frei wählen, so wären es vermutlich noch viele mehr. Doch Staaten sehen es als ihr gutes Recht an, die Einwanderung zu beschränken. Zu Unrecht, meint Jan <a class=""internal"" href=""/profil/brezger-j"">Brezger</a>, wissenschaftlicher Mitarbeiter am Otto-Suhr-Institut der Freien Universität Berlin.",,en-UK,2016-07-11-hinterfragt,/2016-07-11-hinterfragt,https://www.philosophie.ch/2016-07-11-hinterfragt,GET,,,,,,42562,standard,media article,audio,republication,German,,,,,,,,,,,,,,2016-07-11-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/2129388-jan-brezger-migration.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2016-07-11-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2016-07-11-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2581,10280,,PODCAST: HINTERFRAGT Pornographie,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtMari <a class=""internal"" href=""/profil/mikkola-m"">Mikkola</a>zum Thema:</p>",Pornographie,"<p>Mon, 15 Feb 2016<p>Ist Pornographie ein Geschäft wie jedes andere? Oder ist sie ein Instrument zur Unterdrückung der Frau? Ein Gespräch mit Mari <a class=""internal"" href=""/profil/mikkola-m"">Mikkola</a>, Juniorprofessorin für Praktische Philosophie an der Humboldt Universität Berlin.",,en-UK,2016-02-16-hinterfragt,/2016-02-16-hinterfragt,https://www.philosophie.ch/2016-02-16-hinterfragt,GET,,,,,,42416,standard,media article,audio,republication,German,,,,,,,,,,,,,,2016-02-16-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/2129391-mari-mikkola-pornographie.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2016-02-16-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2016-02-16-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2582,10281,,PODCAST: HINTERFRAGT Praktikabilität und Gerechtigkeit,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtHenning <a class=""internal"" href=""/profil/hahn-he"">Hahn</a>zum Thema:</p>",Praktikabilität und Gerechtigkeit,"<p>Thu, 15 Oct 2015<p>Welche Rolle spielen Erwägungen der Praktikabilität bei der Formulierung einer Gerechtigkeitstheorie? Wie realistisch sollte politische Philosophie sein? Ein Gespräch mit Henning <a class=""internal"" href=""/profil/hahn-he"">Hahn</a>, wissenschaftlicher Mitarbeiter am Forschungsschwerpunkt Ethik der Globalisierung an der Universität Kassel und Mitbegründer der deutschen Sektion von Academics Stand Against Poverty (ASAP).",,en-UK,2015-10-15-hinterfragt,/2015-10-15-hinterfragt,https://www.philosophie.ch/2015-10-15-hinterfragt,GET,,,,,,42292,standard,media article,audio,republication,German,,,,,,,,,,,,,,2015-10-15-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/2129394-henning-hahn-praktikabilitat-und-gerechtigkeit.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2015-10-15-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2015-10-15-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2583,10282,,PODCAST: HINTERFRAGT Whistleblowing (in english),"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtWilliam E. <a class=""internal"" href=""/profil/scheuerman"">Scheuerman</a>zum Thema:</p>",Whistleblowing (in english),"<p>Mon, 22 Jun 2015<p>Is whistleblowing a form of civil disobedience? Under what conditions is it justifiable? Edward Snowden's actions raise a number of interesting philosophical questions. We discussed his case with William E. <a class=""internal"" href=""/profil/scheuerman"">Scheuerman</a>, Professor and Graduate Director at the Department of Political Science of Indiana University Bloomington.",,en-UK,2015-06-22-hinterfragt,/2015-06-22-hinterfragt,https://www.philosophie.ch/2015-06-22-hinterfragt,GET,,,,,,42177,standard,media article,audio,republication,English,,,,,,,,,,,,,,2015-06-22-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/2129397-william-e-scheuerman-whistleblowing-in-english.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2015-06-22-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2015-06-22-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ English }},,,,
2584,10283,,PODCAST: HINTERFRAGT Liebe und Autonomie,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtNora <a class=""internal"" href=""/profil/kreft-n"">Kreft</a>zum Thema:</p>",Liebe und Autonomie,"<p>Thu, 09 Apr 2015<p>Selbstbestimmung und Liebe – kann man eigentlich beides haben? Oder büsst, wer sich verliebt, immer ein Stück seiner Autonomie ein? Ein Gespräch mit Nora <a class=""internal"" href=""/profil/kreft-n"">Kreft</a>, wissenschaftliche Mitarbeiterin am Lehrstuhl für Philosophische Anthropologie der Humboldt-Universität Berlin.",,en-UK,2015-04-09-hinterfragt,/2015-04-09-hinterfragt,https://www.philosophie.ch/2015-04-09-hinterfragt,GET,,,,,,42103,standard,media article,audio,republication,German,,,,,,,,,,,,,,2015-04-09-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/2129400-nora-kreft-liebe-und-autonomie.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2015-04-09-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2015-04-09-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
2585,10284,,PODCAST: HINTERFRAGT Marx - ein Liberaler?,"<p><a class=""internal"" href=""/hinterfragt"" target=""_blank"" rel=""noopener"" data-link-target=""blank"">Hinterfragt</a> interviewtUrs <a class=""internal"" href=""/profil/marti-u"">Marti</a>zum Thema:</p>",Marx - ein Liberaler?,"<p>Mon, 12 Jan 2015<p>Es gibt wohl kaum eine These, die mit Blick auf die Arbeiten von Karl <a class=""internal"" href=""/profil/marx-k"">Marx</a> noch nicht vertreten wurde, und kaum ein Etikett, mit dem er noch nicht versehen wurde. Aber die These, Marx sei im Grunde ein Liberaler, ist doch überraschend... Ein Gespräch mit Urs <a class=""internal"" href=""/profil/marti-u"">Marti</a>, Titularprofessor für Politische Philosophie an der Universität Zürich.",,en-UK,2015-01-12-hinterfragt,/2015-01-12-hinterfragt,https://www.philosophie.ch/2015-01-12-hinterfragt,GET,,,,,,42016,standard,media article,audio,republication,German,,,,,,,,,,,,,,2015-01-12-hinterfragt.jpg,,https://www.buzzsprout.com/727704/episodes/2129403-urs-marti-marx-ein-liberaler.mp3,,,,,,hinterfragt.jpg,,,,,,,,,,,,,slug: {{  }} => {{ /2015-01-12-hinterfragt }} ;;; link: {{  }} => {{ https://www.philosophie.ch/2015-01-12-hinterfragt }} ;;; tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ audio }} ;;; tag_content_type: {{  }} => {{ republication }} ;;; tag_language: {{  }} => {{ German }},,,,
